Event	ID	Name			Wwise Object Path	Notes
	152275144	Stop_Parc_Oiseaux1			\Parc_Ambiance\Stop_Parc_Oiseaux1	
	152275146	Stop_Parc_Oiseaux3			\Parc_Ambiance\Stop_Parc_Oiseaux3	
	152275147	Stop_Parc_Oiseaux2			\Parc_Ambiance\Stop_Parc_Oiseaux2	
	545734209	Play_Humain_MangeEnfant			\Parc_Obstacles\Play_Humain_MangeEnfant	
	596008677	Play_Pas_Joggueur2			\Parc_Obstacles\Play_Pas_Joggueur2	
	865874921	Play_Parc_Eau_Lac			\Parc_Ambiance\Play_Parc_Eau_Lac	
	1047604054	Play_Texture_Pas			\Personnage\Play_Texture_Pas	
	1056565793	Stop_ArrosageAuto			\Parc_Obstacles\Stop_ArrosageAuto	
	1403256204	Play_Moteur_VoitureElec			\Parc_Obstacles\Play_Moteur_VoitureElec	
	1582928677	Play_Respiration_JoggueurH			\Parc_Obstacles\Play_Respiration_JoggueurH	
	1582928683	Play_Respiration_JoggueurF			\Parc_Obstacles\Play_Respiration_JoggueurF	
	1978073185	Play_Humain_MangeEnfant2			\Parc_Obstacles\Play_Humain_MangeEnfant2	
	2173732909	Play_Pas_Joggueur			\Parc_Obstacles\Play_Pas_Joggueur	
	2301453854	Stop_Parc_Chien			\Parc_Obstacles\Stop_Parc_Chien	
	2314452061	Play_Moteur_Elagueur			\Parc_Obstacles\Play_Moteur_Elagueur	
	2647100474	Stop_Parc_Vent			\Parc_Ambiance\Stop_Parc_Vent	
	2727595513	Play_Parc_Insectes			\Parc_Ambiance\Play_Parc_Insectes	
	2746796163	Play_Vetement_Elagueur			\Parc_Obstacles\Play_Vetement_Elagueur	
	2793971418	Play_RespirationMix			\Personnage\Play_RespirationMix	
	3185656221	Play_Humain_Joue1			\Parc_Obstacles\Play_Humain_Joue1	
	3185656222	Play_Humain_Joue2			\Parc_Obstacles\Play_Humain_Joue2	
	3189001139	Stop_Parc_Eau_Lac			\Parc_Ambiance\Stop_Parc_Eau_Lac	
	3266099682	Play_Parc_Vent_01			\Parc_Ambiance\Play_Parc_Vent_01	
	3389613819	Play_ArrosageAuto			\Parc_Obstacles\Play_ArrosageAuto	
	3446893021	Play_Humain_Mange2			\Parc_Obstacles\Play_Humain_Mange2	
	3446893022	Play_Humain_Mange1			\Parc_Obstacles\Play_Humain_Mange1	
	3725651504	Play_Parc_Oiseaux3			\Parc_Ambiance\Play_Parc_Oiseaux3	
	3725651505	Play_Parc_Oiseaux2			\Parc_Ambiance\Play_Parc_Oiseaux2	
	3725651506	Play_Parc_Oiseaux1			\Parc_Ambiance\Play_Parc_Oiseaux1	
	4114146970	Play_Pleure_B_b_			\Parc_Obstacles\Play_Pleure_B_b_	
	4134052420	Play_Parc_Chien			\Parc_Obstacles\Play_Parc_Chien	
	4135899644	Play_Parc_Vent			\Parc_Ambiance\Play_Parc_Vent	

Switch Group	ID	Name			Wwise Object Path	Notes
	3869192313	Pas_Matiere			\Personnage\Pas_Matiere	

Switch	ID	Name	Switch Group			Notes
	508852877	Terre	Pas_Matiere			
	2495190089	Herbe	Pas_Matiere			
	4169408098	Asphalt	Pas_Matiere			

Game Parameter	ID	Name			Wwise Object Path	Notes
	428373397	VitesseVoitureElec			\Obstacles\VitesseVoitureElec	
	3665353697	Personnage_Vitesse			\Personnage\Personnage_Vitesse	

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	394747056	Wwise Silence	Wwise Silence		\Actor-Mixer Hierarchy\1_Parc\Obstacles_Parc\Parc_Obstacle_Nature\ArrosageAuto\Silence\Wwise Silence	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	5258784	Parc_Ambiance_Nature_Oiseaux_XC502282 - Merlebleu de l’Est - Sialia sialis fulva26	E:\Users\user\Desktop\MASTER ENJMIN\1. Projet M1\Sense of Adventure\Projet\SoA\SoA-Wwise\.cache\Windows\SFX\Parc_Ambiance_Nature_Oiseaux_XC502282 - Merlebleu de l’Est - Sialia sialis fulva26_10C4C929.wem		\Actor-Mixer Hierarchy\1_Parc\Ambiance_Parc\Nature_Parc\Parc_Oiseaux3\Parc_Ambiance_Nature_Oiseaux_XC502282 - Merlebleu de l’Est - Sialia sialis fulva26		78260
	6807920	Parc_Ambiance_Nature_Oiseaux_XC520115 - Merle noir - Turdus merula73	E:\Users\user\Desktop\MASTER ENJMIN\1. Projet M1\Sense of Adventure\Projet\SoA\SoA-Wwise\.cache\Windows\SFX\Parc_Ambiance_Nature_Oiseaux_XC520115 - Merle noir - Turdus merula73_10C4C929.wem		\Actor-Mixer Hierarchy\1_Parc\Ambiance_Parc\Nature_Parc\Parc_Oiseaux2\Parc_Ambiance_Nature_Oiseaux_XC520115 - Merle noir - Turdus merula73		529576
	19860633	Parc_Ambiance_Nature_Oiseaux_XC520115 - Merle noir - Turdus merula75	E:\Users\user\Desktop\MASTER ENJMIN\1. Projet M1\Sense of Adventure\Projet\SoA\SoA-Wwise\.cache\Windows\SFX\Parc_Ambiance_Nature_Oiseaux_XC520115 - Merle noir - Turdus merula75_10C4C929.wem		\Actor-Mixer Hierarchy\1_Parc\Ambiance_Parc\Nature_Parc\Parc_Oiseaux2\Parc_Ambiance_Nature_Oiseaux_XC520115 - Merle noir - Turdus merula75		362108
	46527227	Parc_Ambiance_Nature_Oiseaux_XC502283 - Merlebleu de l’Est - Sialia sialis fulva41	E:\Users\user\Desktop\MASTER ENJMIN\1. Projet M1\Sense of Adventure\Projet\SoA\SoA-Wwise\.cache\Windows\SFX\Parc_Ambiance_Nature_Oiseaux_XC502283 - Merlebleu de l’Est - Sialia sialis fulva41_10C4C929.wem		\Actor-Mixer Hierarchy\1_Parc\Ambiance_Parc\Nature_Parc\Parc_Oiseaux3\Parc_Ambiance_Nature_Oiseaux_XC502283 - Merlebleu de l’Est - Sialia sialis fulva41		224604
	52086767	Parc_Obstacles_EauAuto10	E:\Users\user\Desktop\MASTER ENJMIN\1. Projet M1\Sense of Adventure\Projet\SoA\SoA-Wwise\.cache\Windows\SFX\Parc_Obstacles_EauAuto10_10C4C929.wem		\Actor-Mixer Hierarchy\1_Parc\Obstacles_Parc\Parc_Obstacle_Nature\ArrosageAuto\Eau\Parc_Obstacles_EauAuto10		40612
	73671752	Parc_Ambiance_Nature_Oiseaux_XC520115 - Merle noir - Turdus merula69	E:\Users\user\Desktop\MASTER ENJMIN\1. Projet M1\Sense of Adventure\Projet\SoA\SoA-Wwise\.cache\Windows\SFX\Parc_Ambiance_Nature_Oiseaux_XC520115 - Merle noir - Turdus merula69_10C4C929.wem		\Actor-Mixer Hierarchy\1_Parc\Ambiance_Parc\Nature_Parc\Parc_Oiseaux2\Parc_Ambiance_Nature_Oiseaux_XC520115 - Merle noir - Turdus merula69		251976
	74171240	Parc_Ambiance_Nature_Oiseaux_XC502283 - Merlebleu de l’Est - Sialia sialis fulva55	E:\Users\user\Desktop\MASTER ENJMIN\1. Projet M1\Sense of Adventure\Projet\SoA\SoA-Wwise\.cache\Windows\SFX\Parc_Ambiance_Nature_Oiseaux_XC502283 - Merlebleu de l’Est - Sialia sialis fulva55_10C4C929.wem		\Actor-Mixer Hierarchy\1_Parc\Ambiance_Parc\Nature_Parc\Parc_Oiseaux3\Parc_Ambiance_Nature_Oiseaux_XC502283 - Merlebleu de l’Est - Sialia sialis fulva55		189664
	89772251	Parc_Ambiance_Nature_Oiseaux_XC34035 - Merle noir - Turdus merula12	E:\Users\user\Desktop\MASTER ENJMIN\1. Projet M1\Sense of Adventure\Projet\SoA\SoA-Wwise\.cache\Windows\SFX\Parc_Ambiance_Nature_Oiseaux_XC34035 - Merle noir - Turdus merula12_10C4C929.wem		\Actor-Mixer Hierarchy\1_Parc\Ambiance_Parc\Nature_Parc\Parc_Oiseaux1\Parc_Ambiance_Nature_Oiseaux_XC34035 - Merle noir - Turdus merula12		671920
	104098878	Parc_Ambiance_Nature_Oiseaux_XC34035 - Merle noir - Turdus merula08	E:\Users\user\Desktop\MASTER ENJMIN\1. Projet M1\Sense of Adventure\Projet\SoA\SoA-Wwise\.cache\Windows\SFX\Parc_Ambiance_Nature_Oiseaux_XC34035 - Merle noir - Turdus merula08_10C4C929.wem		\Actor-Mixer Hierarchy\1_Parc\Ambiance_Parc\Nature_Parc\Parc_Oiseaux1\Parc_Ambiance_Nature_Oiseaux_XC34035 - Merle noir - Turdus merula08		655332
	121249294	Parc_Ambiance_Nature_Oiseaux_XC520115 - Merle noir - Turdus merula62	E:\Users\user\Desktop\MASTER ENJMIN\1. Projet M1\Sense of Adventure\Projet\SoA\SoA-Wwise\.cache\Windows\SFX\Parc_Ambiance_Nature_Oiseaux_XC520115 - Merle noir - Turdus merula62_10C4C929.wem		\Actor-Mixer Hierarchy\1_Parc\Ambiance_Parc\Nature_Parc\Parc_Oiseaux2\Parc_Ambiance_Nature_Oiseaux_XC520115 - Merle noir - Turdus merula62		481728
